roi_id,cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,object_x_full_approx,object_y_full_approx,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,npz_path,preview_png,roi_norm_mean_delta,roi_norm_mean_slope,roi_norm_mean_slope_r2,high_fraction_delta,high_fraction_slope,low_fraction_delta,low_fraction_slope,high_radius2_delta_px2,high_radius2_slope_px2_per_frame,high_radius2_slope_um2_per_frame,centroid_path_px,first_last_corr,cumulative_abs_norm_change,temporal_diff_energy,cohort_role,event_reference_cycle,event_particles,n_event_particles,mean_drop_frac,global_frame_percentile,evidence_score,degradation_mode_hypothesis,front_quality_score,apparent_diffusion_proxy_ds_px2_per_frame,is_synchronized_reference,latent_path_length,latent_mean_step,latent_net_displacement,latent_component0_delta,latent_component1_delta,low_rank_dmd_mae,persistence_mae,velocity_mae,low_rank_dmd_mse,persistence_mse,velocity_mse,low_rank_dmd_ssim,persistence_ssim,velocity_ssim,dmd_minus_persistence_mse,velocity_minus_persistence_mse,target_event_roi
cycle58_rank6_obj29,58.0,7_c2_x10_290623,3,6,29,4.995734664947042,control_multicycle_roi_candidate,1236.076923076923,846.9230769230769,1140,751,1332,943,192,96,64,2761,3681,8088.73681640625,8089.982421875,1.24560546875,0.1193166598677635,0.1194778978824615,0.000161238014698,0.2236067977500298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle58_rank6_obj29.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank6_obj29.png,0.000161238014698,7.880005777400779e-05,0.0421649938687431,0.0008987417615338,0.0003044329971007,-0.0010485320551228,-0.0002347743379049,-3.930498662891296,0.0415448244868187,0.0003828771024705,14.941565014320046,0.9707391341919096,0.0224304478615522,0.000304836052237,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.6155277307729818,0.0003492805402585,0,17.378150939941406,0.1829279065132141,0.960981011390686,0.0238394737243652,0.2176094949245453,0.0336531223147176,0.0130251364898867,0.0218410589732229,0.0026638595700205,0.0003359078732501,0.0009004953153635,0.7631442938831543,0.931807892439703,0.8384515098920616,0.0023279516967704,0.0005645874421134,0
cycle58_rank4_obj2,58.0,7_c2_x10_290623,3,4,2,4.914744204591446,control_multicycle_roi_candidate,568.421052631579,176.8421052631579,472,81,664,273,192,96,64,2761,3681,8476.3818359375,8475.8076171875,-0.57421875,0.0878511443734169,0.0878535881638526,2.443790435791016e-06,0.2236067977500298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle58_rank4_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank4_obj2.png,2.443790435791016e-06,5.4117082703462667e-05,0.0398275410874648,0.0010485320551228,0.0002032833977486,0.0010485320551227,-0.0003965327662152,2.997070802371468,0.1923723858461132,0.0017729039079577,16.87151138873078,0.977566244044376,0.0155611932277679,0.0001362958864774,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.1091514494562902,-0.0004637138116359,0,13.285588264465332,0.1398482918739318,0.7766522765159607,0.1833696365356445,0.1705983877182006,0.0221476855222135,0.0085757102351635,0.0145263978047296,0.0011775178263633,0.000146795786577,0.0003992754691353,0.8287720522560568,0.9623391170350168,0.9016611700225622,0.0010307220397862999,0.0002524796825583,0
cycle58_rank1_obj1,58.0,7_c2_x10_290623,3,1,1,4.759075493154626,control_multicycle_roi_candidate,1326.2222222222222,117.88888888888889,1230,22,1422,214,192,96,64,2761,3681,8721.216796875,8718.95703125,-2.259765625,0.0734227523207664,0.0732854008674621,-0.0001373514533042,0.2236067977500298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle58_rank1_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank1_obj1.png,-0.0001373514533042,2.7305927919053448e-05,0.0180118185357598,0.0001497902935889,9.991506396539384e-05,0.0026962252846015,-6.372603080961446e-05,-6.451802622634887,-0.2084865551543176,-0.0019214120923021,17.130788609101,0.9835698918782796,0.0118882227689027,5.518575926544145e-05,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,0.7330214581610461,-3.551275259375952e-05,0,9.919602394104004,0.1044168695807457,1.1493642330169678,0.4538221359252929,-0.025086760520935,0.0128022286517079,0.0054298640025081,0.0091273409198038,0.0005076756733615,5.8548513379719225e-05,0.000157101557761,0.917164437031592,0.9772535194003564,0.9388819238111192,0.00044912715998178076,9.855304438128077e-05,0
cycle58_rank3_obj9,58.0,7_c2_x10_290623,3,3,9,4.475129312169529,control_multicycle_roi_candidate,802.0759493670886,327.746835443038,706,232,898,424,192,96,64,2761,3681,8284.15234375,8284.4931640625,0.3408203125,0.0804646834731102,0.0803442969918251,-0.000120386481285,0.2236067977500298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle58_rank3_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank3_obj9.png,-0.000120386481285,0.0001165961212181,0.0978367583232251,0.0002995805871779,0.0005099111244258,0.005692031156381,-0.0006600992127505,-8.472904103372116,-0.1659274001510011,-0.0015291869197916,16.36139509702319,0.9791810521409502,0.0161124151200056,0.0001394746941514,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,0.8161872484866202,0.0002580614020299,0,25.56525230407715,0.2691079080104828,1.8161002397537231,0.0930852890014648,-0.1431903839111328,0.0250968188047409,0.0080464938364457,0.0134376922214869,0.0020956602420483,0.0001574423124566,0.000403045690291,0.8039526847608238,0.9625156517469404,0.903166978109145,0.0019382179295917,0.0002456033778344,0
cycle60_rank3_obj9,60.0,7_c2_x10_290623,5,3,9,6.866497919843912,event_multicycle_roi_candidate,800.7027027027027,321.94594594594594,705,226,897,418,192,96,64,4603,5522,8284.15234375,8284.173828125,0.021484375,0.0795613974332809,0.0796813443303108,0.0001199468970298,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank3_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank3_obj9.png,0.0001199468970298,0.0001182765647045,0.1024699546481452,0.0046434991012582,0.0005337170817997,-0.0016476932294787,-0.0006836102533376,-7.833902090168067,-0.425965870602505,-0.0039257014634726,15.86376250219266,0.8693913322247689,0.0359024070203304,0.0001272370427614,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,2.4945534720369364,0.0004867846454059,0,22.6298942565918,0.2382094115018844,4.303770542144775,0.7857608795166016,0.9693689346313475,0.0237513482570648,0.0078099050442688,0.0129239688685629,0.001943252125784,0.0001236483637967,0.000322759653045,0.8229424789639328,0.9650335176424756,0.9086497895848464,0.0018196037619873,0.0001991112892483,1
cycle60_rank1_obj1,60.0,7_c2_x10_290623,5,1,1,6.474067665989688,event_multicycle_roi_candidate,1330.3188405797102,115.18840579710144,1234,19,1426,211,192,96,64,4603,5522,8705.0771484375,8705.095703125,0.0185546875,0.0733746439218521,0.0733707398176193,-3.904104232788086e-06,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank1_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank1_obj1.png,-3.904104232788086e-06,2.127206140631101e-05,0.01108483586615,-0.0007489514679449,7.996702967493883e-05,-0.0073397243858597,-0.00013109394101,0.4035541064337167,-0.3000724335871659,-0.0027654675479393,15.730991350190203,0.8846008370102413,0.02809614315629,5.2014180255355313e-05,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.990971834925495,0.0002043384224409,0,9.724720001220703,0.1023654714226722,3.890202283859253,0.1629605293273925,0.025762915611267,0.0262955502839759,0.0052665203111246,0.0087641644349787,0.0023131534035201,4.967451945958601e-05,0.0001333218240233,0.7098164207510818,0.9797657462108282,0.9446729021146894,0.002263478884060514,8.364730456371399e-05,1
cycle60_rank2_obj2,60.0,7_c2_x10_290623,5,2,2,5.384766191610338,event_multicycle_roi_candidate,1180.4,1033.6571428571428,1084,938,1276,1130,192,96,64,4603,5522,8229.1943359375,8251.4375,22.2431640625,0.0802203938364982,0.0816128924489021,0.0013924986124038,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank2_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank2_obj2.png,0.0013924986124038,7.330343219359536e-05,0.0413283967800578,0.0053924505692031,0.0002817827020193,-0.0001497902935889,-0.000244245967733,19.214775918297164,0.2842149893611335,0.0026193253419522,15.955518667969493,0.9042561784481742,0.0285035371780395,0.000115156006359,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.3721660201122636,-0.0003672763036167,0,19.44740295410156,0.2047095000743866,2.731466293334961,0.3889734148979187,0.694211483001709,0.0266344168921932,0.0074595763289835,0.0124307224468793,0.0021632542266161,0.0001112566010306,0.0002971688777506,0.717942619720815,0.9626921640472188,0.9018459594183038,0.0020519976255855,0.00018591227672000001,1
cycle60_rank4_obj5,60.0,7_c2_x10_290623,5,4,5,5.355307596954036,event_multicycle_roi_candidate,568.3137254901961,169.0196078431373,472,73,664,265,192,96,64,4603,5522,8475.23828125,8471.3681640625,-3.8701171875,0.0895092040300369,0.0892198979854583,-0.0002893060445785,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank4_obj5.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank4_obj5.png,-0.0002893060445785,3.699795001837985e-05,0.0175961270502507,-0.0017974835230676,0.0001095615863066,-0.0062911923307369,-0.0003188530562706,3.3710196741781147,0.0544976489379106,0.0005022503326117,15.447172123130876,0.8437913552152481,0.036756869405508,0.0001335912966169,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.5337954930279185,-0.000649790520133,0,14.73573112487793,0.1551129519939422,4.038924217224121,0.6281644105911255,0.3593976497650146,0.0336495288647711,0.0085581937455572,0.0143692755373194,0.0028950763007742,0.0001316549019065,0.0003613668077377,0.6658964511759113,0.9649204211417632,0.9071762087934272,0.0027634213988677,0.0002297119058312,1
cycle60_rank6_obj26,60.0,7_c2_x10_290623,5,6,26,4.590869322464719,event_multicycle_roi_candidate,1231.8333333333333,843.4166666666666,1136,747,1328,939,192,96,64,4603,5522,8068.765625,8065.12158203125,-3.64404296875,0.1190228834748268,0.1186382621526718,-0.0003846213221549,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank6_obj26.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank6_obj26.png,-0.0003846213221549,5.205502501610517e-05,0.0182933050011689,-0.0040443379269023,0.0002236155097149,-0.0035949670461354,-0.000101434228344,-14.016237630798171,-0.1088909221313024,-0.001003538738362,13.387233487776983,0.8344266769197118,0.0480674803256988,0.0002903675485868,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.320031653911962,-0.0002687203200089,0,16.147092819213867,0.1699693948030471,2.149290084838867,0.7461602687835693,0.1955482959747314,0.0330774242756888,0.012828209582949,0.0213146640453487,0.0027637045786832,0.0002904538964685,0.0007888973632361,0.7525480456484653,0.934548032499252,0.843443234630136,0.0024732506822147,0.0004984434667676,1
cycle60_rank5_obj18,60.0,7_c2_x10_290623,5,5,18,4.517043565680912,event_multicycle_roi_candidate,1661.5873015873017,130.34920634920636,1566,34,1758,226,192,96,64,4603,5522,8054.798828125,8057.9775390625,3.1787109375,0.0759721472859382,0.0761133432388305,0.0001411959528923,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank5_obj18.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank5_obj18.png,0.0001411959528923,3.017624209024324e-05,0.0099578824310225,-0.0101857399640503,-9.434250840032856e-05,-0.005692031156381,-3.519454631648019e-05,-8.489149474945293,-0.2579928536279335,-0.002377662139035,13.765045789812342,0.8976052660202927,0.0301033649593591,5.8613291912479326e-05,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.236404564188312,7.914396233751553e-05,0,12.238980293273926,0.1288313716650009,1.6123532056808472,0.2518925666809082,-0.1363824158906936,0.023718568496406,0.0053321769519243,0.008802456446574,0.0023813786810933,5.507545063210273e-05,0.0001429853430181,0.829129413679748,0.9816332224551818,0.9498156333512362,0.0023263032304611975,8.790989238599727e-05,1
cycle62_rank2_obj2,62.0,7_c2_x10_290623,7,2,2,6.583976584591412,control_multicycle_roi_candidate,1324.629213483146,108.42696629213484,1229,12,1421,204,192,96,64,6444,7363,8705.89453125,8694.2001953125,-11.6943359375,0.0735113322734832,0.0728650391101837,-0.0006462931632995,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank2_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank2_obj2.png,-0.0006462931632995,1.7623845726634023e-05,0.0070385050390461,0.005542240862792,6.123981371135554e-05,0.0094367884961054,-0.0001198802445806,-37.920571990988265,-0.2276221427037815,-0.002097765667158,15.731490349953996,0.8895254399924661,0.0284430235624313,4.3771615310106426e-05,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,2.079343177314194,0.0004230040251199,0,8.230844497680664,0.0866404697299003,3.336265087127685,0.5350139141082764,-0.1732424199581146,0.0114178178628208,0.0048930149787338,0.0082177997392136,0.0005930880311098,4.02554512675124e-05,0.0001108207025026,0.933838886312945,0.9812814074345392,0.9476004403811178,0.0005528325798422876,7.05652512350876e-05,0
cycle62_rank1_obj4,62.0,7_c2_x10_290623,7,1,4,6.282223708699526,control_multicycle_roi_candidate,1176.79012345679,1024.3456790123455,1081,928,1273,1120,192,96,64,6444,7363,8170.89306640625,8212.3837890625,41.49072265625,0.0753213167190551,0.0773664414882659,0.0020451247692108,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank1_obj4.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank1_obj4.png,0.0020451247692108,5.57183180577483e-05,0.025685118388446,0.0091372079089275,0.0002043430406222,-0.0170760934691431,-0.0002825131354565,31.21534164790944,0.1609705434005197,0.0014835045279791,16.007261517757932,0.9197262151951264,0.0273220278322696,8.291524136438966e-05,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.9750338827400629,-0.0010294590858875,0,10.918184280395508,0.1149282529950141,2.969611883163452,0.0593303442001342,-0.3098268508911133,0.0218614744371734,0.0066677836584858,0.0112751366687007,0.0015560709762212,7.48517250031e-05,0.0002110246555275,0.8027613877622054,0.9650646078388816,0.90712879176815,0.0014812192512181,0.0001361729305244,0
cycle62_rank3_obj9,62.0,7_c2_x10_290623,7,3,9,5.445827812460037,control_multicycle_roi_candidate,798.3291139240506,318.0253164556962,702,222,894,414,192,96,64,6444,7363,8272.140625,8302.2314453125,30.0908203125,0.0780591294169426,0.0799833163619041,0.0019241869449615,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank3_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank3_obj9.png,0.0019241869449615,0.0001099846958636,0.0804314726394392,0.0110844817255841,0.0004487433252786,-0.0170760934691431,-0.0006518243963944,5.417711358715792,-0.3371006626159322,-0.0031067197066684,14.81079213099872,0.8236546885004241,0.0395402088761329,9.748830780154094e-05,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.5226033969557806,0.0009999913697182,0,14.523822784423828,0.1528823524713516,5.199330806732178,0.8398087024688721,0.3486356735229492,0.0314842638908885,0.0071508973196614,0.0119459273118991,0.0038428737898357,8.728122452339449e-05,0.0002372989938521,0.7218667527143486,0.9666349833955368,0.9117822003194396,0.0037555925653123055,0.00015001776932870552,0
cycle62_rank4_obj1,62.0,7_c2_x10_290623,7,4,1,4.911685287617786,control_multicycle_roi_candidate,566.4,166.8,470,71,662,263,192,96,64,6444,7363,8467.4150390625,8468.712890625,1.2978515625,0.0913313999772071,0.0918805375695228,0.0005491375923156,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank4_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank4_obj1.png,0.0005491375923156,2.896359732763412e-05,0.0109310176512233,0.0014979029358897,4.559550694961352e-05,0.0130317555422408,-0.0002379875591753,-35.14246773307252,-0.0624528089940769,-0.0005755650876894,15.511310751558906,0.81748654409238,0.0393240302801132,0.0001122558896895,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.1137010944495138,-0.0004830536672512,0,9.103812217712402,0.0958295986056327,3.134448528289795,1.283997654914856,0.9460313320159912,0.0230433314573019,0.0079614987334935,0.013509104901459,0.0013746815275226,0.0001053045614298,0.0002992940635522,0.8203644901389662,0.9669985685895348,0.9107817883502094,0.0012693769660928,0.0001939895021224,0
cycle86_rank2_obj6,86.0,10_c2_x10_030723,1,2,6,6.600365262271105,event_multicycle_roi_candidate,1335.859296482412,171.678391959799,1240,76,1432,268,192,96,64,906,1812,8857.2548828125,8861.24609375,3.9912109375,0.0743529051542282,0.0744847282767295,0.0001318231225013,0.2236067977499281,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle86_rank2_obj6.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank2_obj6.png,0.0001318231225013,6.188178202990187e-05,0.0601144842586854,0.0017974835230677,0.0003012232050952,0.0035949670461354,-0.0004235930960391,4.545769613543598,-0.113297888692585,-0.0010441533421908,16.06856611507289,0.981421999802556,0.0129550425335764,5.5853870435385033e-05,event,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,2.198397308847956,-0.0003828212075766,1,9.129712104797363,0.0961022302508354,1.6746985912322998,0.1503949165344238,0.0616589188575744,0.0135777234681881,0.0052146978850942,0.0088160780433099,0.0005674881449522,5.044132399234513e-05,0.0001352120441424,0.8984130004366837,0.9772174341406352,0.9381177713418448,0.0005170468209598548,8.477072015005487e-05,1
cycle86_rank5_obj8,86.0,10_c2_x10_030723,1,5,8,5.911487633945073,event_multicycle_roi_candidate,1660.7096774193549,191.1290322580645,1565,95,1757,287,192,96,64,906,1812,8213.4951171875,8221.01953125,7.5244140625,0.0837045386433601,0.0840370431542396,0.0003325045108795,0.2236067977499281,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle86_rank5_obj8.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank5_obj8.png,0.0003325045108795,7.963398328194218e-05,0.055770744188088,0.0085380467345716,0.0004081991256197,0.00584182144997,-0.0005942367498688,16.00868295700832,-0.0392434806278366,-0.0003616679174661,14.608345369440102,0.9764818126773752,0.0149426693096756,6.303522968664765e-05,event,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,1.9606669965442456,0.000766356757609,1,10.073579788208008,0.1060376837849617,1.483196496963501,0.3276090621948242,-0.3396656513214111,0.0198027433361858,0.005407384931459,0.0091140287695452,0.0014296222525445,5.611572828456701e-05,0.0001461320912312,0.8634565727669676,0.978203665373364,0.9406870062978088,0.001373506524259933,9.001636294663298e-05,1
