cycleNo,event_reference_cycle,n_frames_percentile,V_mean,I_mean_mA,trace_lag2_particle_norm_mean,trace_lag2_particle_norm_std,trace_lag2_particle_norm_range,trace_lag2_particle_norm_cv,trace_lag2_mean_delta_prev,trace_lag2_mean_abs_delta_prev,trace_lag2_max_abs_delta_prev,trace_lag2_delta_std_across_particles,trace_lag2_capacity_mAh,trace_lag2_coulombic_efficiency_pct,trace_lag2_V_max,trace_lag2_n_frames,trace_lag2_frames_percentile,trace_lag2_future_any_drop_within_8cycles,trace_lag2_future_sync2_drop_within_8cycles,trace_lag4_particle_norm_mean,trace_lag4_particle_norm_std,trace_lag4_particle_norm_range,trace_lag4_particle_norm_cv,trace_lag4_mean_delta_prev,trace_lag4_mean_abs_delta_prev,trace_lag4_max_abs_delta_prev,trace_lag4_delta_std_across_particles,trace_lag4_capacity_mAh,trace_lag4_coulombic_efficiency_pct,trace_lag4_V_max,trace_lag4_n_frames,trace_lag4_frames_percentile,trace_lag4_future_any_drop_within_8cycles,trace_lag4_future_sync2_drop_within_8cycles,trace_lag8_particle_norm_mean,trace_lag8_particle_norm_std,trace_lag8_particle_norm_range,trace_lag8_particle_norm_cv,trace_lag8_mean_delta_prev,trace_lag8_mean_abs_delta_prev,trace_lag8_max_abs_delta_prev,trace_lag8_delta_std_across_particles,trace_lag8_capacity_mAh,trace_lag8_coulombic_efficiency_pct,trace_lag8_V_max,trace_lag8_n_frames,trace_lag8_frames_percentile,trace_lag8_future_any_drop_within_8cycles,trace_lag8_future_sync2_drop_within_8cycles,trace_lag16_particle_norm_mean,trace_lag16_particle_norm_std,trace_lag16_particle_norm_range,trace_lag16_particle_norm_cv,trace_lag16_mean_delta_prev,trace_lag16_mean_abs_delta_prev,trace_lag16_max_abs_delta_prev,trace_lag16_delta_std_across_particles,trace_lag16_capacity_mAh,trace_lag16_coulombic_efficiency_pct,trace_lag16_V_max,trace_lag16_n_frames,trace_lag16_frames_percentile,trace_lag16_future_any_drop_within_8cycles,trace_lag16_future_sync2_drop_within_8cycles,lag2_trace_predprob_future_any_drop_within_8cycles,lag2_trace_predprob_future_sync2_drop_within_8cycles,lag4_trace_predprob_future_any_drop_within_8cycles,lag4_trace_predprob_future_sync2_drop_within_8cycles,lag8_trace_predprob_future_any_drop_within_8cycles,lag8_trace_predprob_future_sync2_drop_within_8cycles,lag16_trace_predprob_future_any_drop_within_8cycles,lag16_trace_predprob_future_sync2_drop_within_8cycles,phase_slope_positive_fraction_protocol_residual,phase_slope_median_per_s_protocol_residual,threshold_robust_phase_score_protocol_residual,q70_logistic_k_per_s,q70_transformed_fraction_delta,is_event_enriched_mode,mode_review_priority
58.0,60.0,0.3539325842696629,3.828237694919734,0.0163604508805609,0.006569349307746997,-0.00560532497737274,-0.010928961748633878,-0.005502616239551096,0.030916754320702636,-0.01764571948998177,-0.055555555555555594,-0.025191400289215904,-0.0013033784142165716,0.01669354574896431,-0.0009006666666664387,-4.333333333333371,-0.039325842696629254,0.33333333333333337,0.0,-0.024347405012955736,-0.015797337261914332,-0.03779599271402545,-0.014079028620002598,-0.04165939779539413,0.008456048983640801,-0.001517911353976803,0.0014950358389382024,0.000999434088289175,0.04902353442753338,-0.00032166666666721966,5.333333333333371,0.050561797752808946,0.0,0.0,0.015598249484765292,0.006482679874392168,0.018670309653916195,0.005615833640274032,0.061094007884587395,0.026777025235810693,0.07483302975106255,0.024824211596772637,1.761425748525447e-05,0.003996081332985568,0.0,-0.33333333333337123,-0.011235955056179747,-0.6666666666666666,0.0,-0.04692975704866742,0.0006092050470470345,-0.0036429872495446075,0.0027256859826275334,-0.031964433840443965,-0.0143459726177343,0.018518518518518545,0.03061870545568903,0.004441321929659181,0.42164295014018194,-0.0006433333333335511,2.0,0.02808988764044945,0.0,0.0,-0.0035439341060632956,,-0.07402026075343965,,-0.10648640900773906,,-0.0153291499859559,,0.028133826169764085,2.202218406439568e-07,0.07545579655269577,-8.131402339533415e-06,-4.701967592588268e-05,-0.3333333333333333,-0.28365384615384626
60.0,60.0,0.3707865168539326,3.829972590648973,0.0216442830997643,0.033137180704139846,0.013495133366112265,0.032331511839708726,0.011164679484431304,0.03424739389585844,-0.01431507991482597,-0.055555555555555594,-0.026000094797874303,0.0002961791807084557,-0.04554778023947392,6.433333333344393e-05,1.6666666666666288,0.011235955056179747,0.33333333333333337,0.0,-0.0011102131917184455,-0.0016515605407853365,-0.0027322404371585562,-0.001294133551989901,0.019164379110119166,-0.005893344279398301,0.0007589556769883946,-0.0003431706651398983,-0.0012994958416070457,0.006608895780445323,-0.00032166666666721966,-5.666666666666629,-0.05056179775280906,0.0,0.0,0.010994167799755594,-0.008151287627218132,-0.022768670309654,-0.008024644452948267,-0.014055752242660497,-0.0205949571136595,-0.03627808136004866,-0.007932490772941357,3.291745958244885e-05,0.010610948682753474,0.0,0.6666666666666288,0.02247191011235955,0.33333333333333337,0.0,0.04212717104081687,0.004760178721072934,0.017304189435336903,0.0028031307956867327,0.07917297348144714,0.0330391578371259,0.018518518518518545,-0.012854527169016666,-0.005407737216172048,-1.0066154441137343,0.0012866666666671023,2.0,0.02808988764044945,0.0,0.0,0.07734758034603717,,-0.0034356268493303532,,0.12051519118250453,,-0.08300064669444901,,0.10263141121119898,1.3630933474756005e-07,0.05090496936950067,-1.2386346126983059e-05,-0.0014033564814814837,0.6666666666666667,0.34134615384615374
62.0,60.0,0.3370786516853932,3.8226030426780016,0.002895681360255,-0.03970653001188673,-0.007889808388739539,-0.021402550091074876,-0.005662063244880194,-0.06516414821656107,0.031960799404807734,0.1111111111111112,0.05119149508709019,0.001007199233508227,0.028854234490523822,0.0008363333333338829,2.6666666666666288,0.02808988764044945,-0.6666666666666666,0.0,0.025457618204674404,0.01744889780269967,0.04052823315118405,0.0153731621719925,0.022495018685274967,-0.0025627047042425,0.0007589556769883946,-0.0011518651737982971,0.0003000617533179817,-0.05563243020799291,0.000643333333332663,0.33333333333337123,-5.551115123125783e-17,0.0,0.0,-0.026592417284520886,0.0016686077528259707,0.004098360655737807,0.0024088108126742343,-0.0470382556419269,-0.006182068122151198,-0.03855494839101386,-0.01689172082383126,-5.05317170675923e-05,-0.014607030015767464,0.0,-0.33333333333337123,-0.011235955056179747,0.33333333333333337,0.0,0.00480258600785044,-0.005369383768119962,-0.013661202185792296,-0.005528816778314266,-0.04720853964100317,-0.018693185219391596,-0.03703703703703706,-0.017764178286672365,0.0009664152865126452,0.5849724939735523,-0.0006433333333335511,-4.0,-0.05617977528089885,0.0,0.0,-0.07380364623997371,0.0,0.07745588760277011,,-0.014028782174765442,,0.0983297966804049,,-0.1307652373809631,-3.565311753915169e-07,-0.12636076592219642,2.0517748466516907e-05,0.0014503761574073673,-0.3333333333333333,-0.05769230769230749
86.0,86.0,0.0786516853932584,3.821635612224316,0.0034861829990025,0.09523247560652326,-0.032301416683359535,-0.07377049180327858,-0.038292910188514294,0.026413902357679875,-0.030162929611671233,0.018063145112325485,0.02757786675005322,0.0016802932334223364,0.007154355950987679,0.0,3.6666666666666288,0.07116104868913853,0.6666666666666667,0.6666666666666667,0.06881857324884333,0.04151362763928943,0.08333333333333333,0.035691173702143364,0.06109400788458733,-0.04996023499833243,-0.07452944748026721,-0.015603112421125796,0.0023545752756751748,-0.14341178577359415,0.001415333333333102,1.3333333333333712,0.02996254681647939,0.33333333333333337,0.33333333333333337,-0.0015741382111735813,0.00429441295115883,0.022288069644338465,0.004125071326973304,-0.039681516543095735,0.022741198252050197,0.06630151278038592,0.025777261942235126,-0.0001617268384569437,0.09636849006669479,-0.0003216666666663315,1.6666666666666288,0.026217228464419456,0.0,0.0,-0.0030771911371080263,0.022142411780070995,0.055481584100840864,0.0226078148662996,0.03149398821587683,0.018136368300879932,0.035063752276867075,0.004228794118220296,0.0011730001055793027,0.1837970853795099,0.0002573333333337757,1.6666666666666288,0.018726591760299616,0.0,0.0,0.1256008709511061,0.2789940104372552,0.4147849742505883,0.18767258324003427,-0.018524707109579763,0.08164855792179038,-0.10967677125720138,-0.1237506439510733,0.06391317090881887,3.861589243739446e-08,0.10754067397617009,-9.775100325136671e-05,0.003034577546296301,0.0,0.3894230769230771
88.0,86.0,0.1797752808988764,3.831200505021645,0.0275566391094619,-0.04799496737559539,-0.015520163615293833,-0.03506375227686717,-0.015832871571700192,-0.08519940224223294,0.05929613809145087,0.019429265330904666,-0.03862524274970557,-0.002086557050644644,-0.2531511237493902,0.0,-4.333333333333371,-0.08614232209737827,-0.3333333333333333,-0.3333333333333333,0.0372044348666376,-0.02914744035367757,-0.061020036429872374,-0.029075606159478733,0.025259648357662735,-0.019749416352394827,0.036581663630844,0.040903110960442295,0.0007061375041959028,0.201858632736986,-0.0007076666666669951,3.3333333333333712,0.06367041198501869,0.33333333333333337,0.33333333333333337,-0.0013230414667728674,-0.019322377988550465,-0.04711853391142243,-0.017867352791998692,0.017856196071388768,-0.003556615955600001,-0.02149191444966088,-0.002006243016531066,-0.00011931617508920134,0.11436258177062086,-0.0005146666666657751,-0.33333333333337123,-0.0018726591760299394,0.0,0.0,-0.018951764625396605,-0.0024005896390318013,-0.008270692766190427,-0.001904911670700303,-0.044174641046033164,-0.01745940121603937,-0.020491803278688533,-0.0008780218053280019,0.0005935643169421301,0.21481455094630064,-0.00012866666666688786,-0.33333333333337123,-0.0037453183520598787,0.0,0.0,-0.055147993182496746,-0.13025397033873035,-0.11701805505849272,0.11078769876797562,-0.03345422684018362,-0.06720246889238324,0.06917571313365845,0.0992322657992081,-0.044934399466754336,8.05168284729154e-09,0.039344710277407796,0.0001214266372453832,0.00083188657407405,0.0,-0.08653846153846145
90.0,86.0,0.1629213483146067,3.827082278554738,0.0214392907791812,-0.04723750823092776,0.04782158029865336,0.10883424408014572,0.0541257817602145,0.058785499884553075,-0.029133208479779633,-0.03749241044323012,0.011047375999652331,0.00040626381722241867,0.24599676779840252,0.0,0.6666666666666288,0.014981273408239737,-0.3333333333333333,-0.3333333333333333,-0.10602300811548104,-0.012366187285611868,-0.02231329690346097,-0.006615567542664631,-0.08635365624225008,0.06970965135072728,0.03794778384942318,-0.0252999985393165,-0.0030607127798710776,-0.05844684696339186,-0.0007076666666669951,-4.666666666666629,-0.0936329588014981,-0.6666666666666666,-0.6666666666666666,0.0028971796779462267,0.015027965037391636,0.024830464267083963,0.013742281465025402,0.021825320471706967,-0.019184582296450203,-0.04480959833072508,-0.023771018925704067,0.00028104301354636707,-0.21073107183730144,0.0008363333333338829,-1.3333333333333712,-0.024344569288389545,0.0,0.0,0.02202895576250441,-0.019741822141039204,-0.04721089133465042,-0.020702903195599302,0.01268065283015633,-0.0006769670848405726,-0.014571948998178527,-0.0033507723128923007,-0.0017665644225214328,-0.3986116363257821,-0.00012866666666688786,-1.3333333333333712,-0.014981273408239681,0.0,0.0,-0.07045287776860934,-0.14874004009852484,-0.2977669191920955,-0.2984602820080099,0.05197893394976305,-0.014446089029407139,0.04050105812354293,0.024518378151865194,-0.018978771442064533,-4.666757528468589e-08,-0.1468853842535779,-2.367563399401692e-05,-0.0038664641203703504,0.0,-0.3028846153846152
116.0,116.0,0.0112359550561797,3.903938643271297,0.0070410067032469,0.1008765938069216,-0.023382553821273,-0.06124772313296903,-0.029162582867120243,0.1184825482952358,-0.08327063931860751,-0.10336976320582872,-0.025337918698862844,0.001789682036627771,0.08342247787173562,0.0008685000000001608,4.0,0.05337078651685395,0.5,0.5,-0.017605954488314257,-0.004385029212590048,-0.008652094717668549,-0.003137741009793797,-0.001570076194874051,-0.001570076194874051,0.00039123630672934645,0.006737494601200451,0.001604538472548822,0.3446941726000574,-0.0017370000000003216,0.5,0.011235955056179803,0.0,0.0,0.029477410913568702,0.021148731052868644,0.044626593806921494,0.016995753163549454,0.02150581082121145,-0.02150581082121145,-0.06784037558685439,-0.029658120543504043,-0.0013181632783569874,-0.2090841086947961,9.649999999972181e-05,1.0,0.02247191011235955,0.0,0.0,0.010530510018214922,0.0002912462900478488,0.005236794171220346,-7.09952850674947e-05,0.02532212858205695,0.004261108545627151,0.0009107468123861553,-0.0009326549646955506,8.696047635325943e-05,0.11905803717573349,9.650000000060999e-05,0.0,0.0,0.0,0.0,0.2418924655640307,0.06620379954883648,-0.03772515608890209,-0.027499534969500083,0.044686089670023854,-0.006921762895255146,0.0017941500474076832,-0.05304827610371887,0.003603594142735,3.7483151966408345e-07,-0.023674543536662672,-0.00094079087376135,-0.0005696614583333,0.0,0.033653846153846034
118.0,116.0,0.0786516853932584,3.907195405317094,0.0171682831328283,-0.10087659380692171,0.023382553821272994,0.061247723132969056,0.029162582867120257,-0.1184825482952358,0.08327063931860751,0.10336976320582869,0.02533791869886285,-0.001789682036627771,-0.08342247787173562,-0.0008685000000001608,-4.0,-0.053370786516853945,-0.5,-0.5,0.017605954488314035,0.004385029212590048,0.008652094717668549,0.003137741009793804,0.001570076194874051,0.001570076194874051,-0.0003912363067293534,-0.006737494601200449,-0.001604538472548711,-0.3446941726000432,0.0017370000000003216,-0.5,-0.011235955056179803,0.0,0.0,-0.029477410913568924,-0.02114873105286865,-0.04462659380692151,-0.016995753163549447,-0.021505810821211453,0.021505810821211453,0.06784037558685439,0.02965812054350405,0.0013181632783570985,0.2090841086947961,-9.649999999972181e-05,-1.0,-0.02247191011235955,0.0,0.0,-0.010530510018214922,-0.0002912462900478488,-0.005236794171220346,7.099528506750163e-05,-0.02532212858205695,-0.004261108545627151,-0.0009107468123861484,0.0009326549646955506,-8.696047635325943e-05,-0.11905803717573349,-9.649999999972181e-05,0.0,0.0,0.0,0.0,-0.24189246556403068,-0.06620379954883637,0.03772515608890209,0.027499534969500083,-0.044686089670023854,0.006921762895255035,-0.0017941500474075722,0.05304827610371887,-0.003603594142735,-3.7483151966408345e-07,0.02367454353666268,0.0009407908737613501,0.0005696614583333,0.0,-0.033653846153846034
156.0,156.0,0.9101123595505618,,,0.03888749925173385,-0.000984982877188137,-0.009411050394657047,-0.0022322709788525352,0.05445849046922693,-0.0058994373038472325,0.021554341226472568,0.01528316824552857,,,,-6.0,-0.03932584269662931,0.33333333333333337,0.0,-0.010328852287984303,0.0004037237607983357,0.00758955676988457,0.0007631503961997577,-0.0393465070935633,0.0012804971907950588,0.0,-0.012961238909138535,,,,3.6666666666667425,0.01310861423220977,0.0,0.0,-0.005888961577601659,0.007879182018726172,0.021250758955676935,0.006789074910804674,0.001599151679964433,0.0028363563286213332,0.014420157862780801,0.008108018822882503,0.14840654386614482,17.02588134121693,-0.0036676666666668467,1.6666666666667425,0.013108614232209659,0.0,0.0,0.014979647160436649,-0.004095351016571665,-0.017607771706132203,-0.004231205005304967,-0.0021143863789903315,0.0021143863789903315,-0.0014477881252297,-0.0007990596559939323,4.5919392199000875e-05,-0.06809506254569442,-0.0005146666666666633,1.6666666666667425,0.01872659176029956,0.0,0.0,0.020006838613864375,,-0.001836648788669376,,-0.24043122056120642,,0.004778005713927169,,0.010739048749519736,-5.253536661748623e-08,0.0024735867426377706,-0.016475852390796297,0.12733289930555552,0.6666666666666667,0.32852564102564097
157.0,156.0,0.7696629213483146,,,0.02160447505921992,0.015736568806202465,0.04614450516089855,0.01261075269813506,0.0051774673542163314,-0.042641657473682426,-0.08955676988463865,-0.04916135049664423,,,,-6.0,-0.03932584269662931,0.33333333333333337,0.0,-0.010834573317256124,0.03643793335477474,0.09593199757134208,0.03164739316781677,0.0034213935708973012,-0.014721067754431938,-0.05555555555555561,-0.020072334899821936,,,,-0.33333333333325754,0.0018726591760299671,0.0,0.0,0.0013466652984086558,0.010638119232338775,0.029447480267152437,0.008535153076305063,0.0012204221076306332,-0.010091438124802166,-0.028840315725561595,-0.019413988124982497,0.14729436174905375,17.10125745046861,-0.002702666666666964,-0.33333333333325754,0.001872659176029856,0.0,0.0,-0.0030076023841898447,0.005417060346655331,0.017000607164541492,0.0049279274367139345,-0.0034542103867895337,0.0034542103867895337,0.020304950528917197,0.010071637690308569,-0.00010714006248646601,-0.07746438658878674,-0.0005146666666666633,-0.33333333333325754,-0.0037453183520600453,0.0,0.0,0.09089561003308,,-0.02544258099349317,,-0.19786911691848044,,0.001356354755147067,,-0.10774196271108606,-4.683375468362976e-08,-0.009660528111603041,0.03519547288322644,-0.10635850694444438,-0.3333333333333333,0.02564102564102555
158.0,156.0,0.7696629213483146,,,-0.060491974310953545,-0.014751585929014335,-0.03673345476624154,-0.010378481719282538,-0.059635957823443275,0.048541094777529666,0.06800242865816605,0.03387818225111566,,,,12.0,0.07865168539325829,-0.6666666666666666,0.0,0.021163425605240427,-0.03684165711557307,-0.10352155434122663,-0.032410543564016535,0.035925113522665995,0.013440570563636858,0.05555555555555561,0.03303357380896047,,,,-3.3333333333332575,-0.014981273408239626,0.0,0.0,0.004542296279193003,-0.018517301251064933,-0.050698239222829455,-0.01532422798710973,-0.002819573787595067,0.007255081796180833,0.014420157862780801,0.0113059693021,-0.2957009056151984,-34.12713879168554,0.006370333333333811,-1.3333333333332575,-0.014981273408239848,0.0,0.0,-0.011972044776247026,-0.001321709330083666,0.0006071645415906962,-0.0006967224314089679,0.005568596765779867,-0.005568596765779867,-0.0188571624036875,-0.009272578034314631,6.122067028735412e-05,0.14555944913446694,0.0010293333333333266,-1.3333333333332575,-0.014981273408239626,0.0,0.0,-0.11090244864694442,,0.027279229782162517,,0.43830033747968694,,-0.006134360469074233,,0.09700291396156634,9.936912130111603e-08,0.007186941368965263,-0.018719620492430034,-0.020974392361111163,-0.3333333333333333,-0.35416666666666696
